customer_id,gender,is_senior_citizen,partner,dependents,phone_service,internet_service,contract_type,payment_type,monthly_charges,total_charges,churn,tenure,tenure_month,is_female,has_churned,has_phone,has_internet,has_internet_and_phone,service_type,partner_dependents,start_date,average_month,contract_type,phone_type,internet_type
2150-WLKUW,Female,0,Yes,No,2,1,1,Bank transfer (automatic),63.9,2635,No,41.23630673,41,TRUE,FALSE,TRUE,TRUE,FALSE,Internet and Phone,1,9/3/2017,63.9,1 Year,Two or More Lines,DSL
2153-MREFK,Female,0,Yes,No,2,2,1,Electronic check,99.2,3754.6,Yes,37.84879032,38,TRUE,TRUE,TRUE,TRUE,TRUE,Internet and Phone,1,1/3/2018,99.2,1 Year,Two or More Lines,Fiber Optic
2154-KVJFF,Female,0,No,No,2,2,0,Electronic check,79.75,1111.85,Yes,13.94169279,14,TRUE,TRUE,TRUE,TRUE,TRUE,Internet and Phone,0,1/3/2020,79.75,Month-to-Month,Two or More Lines,Fiber Optic
2155-AMQRX,Female,0,No,No,2,1,0,Credit card (automatic),54.9,1505.15,No,27.41621129,27,TRUE,FALSE,TRUE,TRUE,FALSE,Internet and Phone,0,11/3/2018,54.9,Month-to-Month,Two or More Lines,DSL
2157-MXBJS,Male,0,Yes,No,2,1,1,Mailed check,75.3,989.45,Yes,13.14010624,13,FALSE,TRUE,TRUE,TRUE,TRUE,Internet and Phone,1,1/3/2020,75.3,1 Year,Two or More Lines,DSL
2159-TURXX,Male,0,No,No,1,0,0,Credit card (automatic),20.05,95.55,No,4.765586035,5,FALSE,FALSE,TRUE,FALSE,FALSE,Phone Only,0,10/3/2020,20.05,Month-to-Month,One Line,No Internet Service
2160-GPFXD,Male,0,Yes,Yes,2,1,2,Credit card (automatic),65.65,3566.7,No,54.32901752,54,FALSE,FALSE,TRUE,TRUE,FALSE,Internet and Phone,3,8/3/2016,65.65,2 Year,Two or More Lines,DSL
2162-FRZAA,Male,0,Yes,Yes,0,1,2,Bank transfer (automatic),39.35,2395.05,No,60.86531131,61,FALSE,FALSE,FALSE,TRUE,FALSE,Internet Only,3,2/3/2016,39.35,2 Year,No Phone Service,DSL
2164-SOQXL,Female,0,Yes,Yes,1,0,0,Mailed check,20.05,406.05,No,20.25187032,20,TRUE,FALSE,TRUE,FALSE,FALSE,Phone Only,3,6/3/2019,20.05,Month-to-Month,One Line,No Internet Service
2165-VOEGB,Female,0,No,Yes,1,2,1,Bank transfer (automatic),105.2,4822.85,Yes,45.84458175,46,TRUE,TRUE,TRUE,TRUE,TRUE,Internet and Phone,2,5/3/2017,105.2,1 Year,One Line,Fiber Optic
2167-FQSTQ,Female,0,Yes,No,2,1,2,Electronic check,92.4,6786.1,No,73.44264069,73,TRUE,FALSE,TRUE,TRUE,FALSE,Internet and Phone,1,1/3/2015,92.4,2 Year,Two or More Lines,DSL
2169-RRLFW,Female,0,Yes,No,2,0,2,Credit card (automatic),25.6,1888.25,No,73.75976563,74,TRUE,FALSE,TRUE,FALSE,FALSE,Phone Only,1,1/3/2015,25.6,2 Year,Two or More Lines,No Internet Service
2171-UDMFD,Male,0,Yes,Yes,1,0,0,Credit card (automatic),19.45,674.55,No,34.68123393,35,FALSE,FALSE,TRUE,FALSE,FALSE,Phone Only,3,4/3/2018,19.45,Month-to-Month,One Line,No Internet Service
2172-EJXVF,Female,1,No,No,2,2,1,Electronic check,105.9,7521.95,No,71.02880076,71,TRUE,FALSE,TRUE,TRUE,FALSE,Internet and Phone,0,3/3/2015,105.9,1 Year,Two or More Lines,Fiber Optic
2176-LVPNX,Female,1,No,No,2,1,2,Mailed check,89.85,6293.45,No,70.04396216,70,TRUE,FALSE,TRUE,TRUE,FALSE,Internet and Phone,0,4/3/2015,89.85,2 Year,Two or More Lines,DSL
2176-OSJUV,Male,0,Yes,No,2,1,2,Bank transfer (automatic),65.15,4681.75,No,71.86108979,72,FALSE,FALSE,TRUE,TRUE,FALSE,Internet and Phone,1,3/3/2015,65.15,2 Year,Two or More Lines,DSL
2178-PMGCJ,Male,0,No,No,1,2,0,Mailed check,69.7,1490.4,No,21.3830703,21,FALSE,FALSE,TRUE,TRUE,FALSE,Internet and Phone,0,5/3/2019,69.7,Month-to-Month,One Line,Fiber Optic
2180-DXNEG,Female,0,No,No,1,2,0,Electronic check,96,1062.1,Yes,11.06354167,11,TRUE,TRUE,TRUE,TRUE,TRUE,Internet and Phone,0,3/3/2020,96,Month-to-Month,One Line,Fiber Optic
2181-TIDSV,Male,0,Yes,Yes,1,0,2,Bank transfer (automatic),19.95,1303.25,No,65.32581454,65,FALSE,FALSE,TRUE,FALSE,FALSE,Phone Only,3,9/3/2015,19.95,2 Year,One Line,No Internet Service
2181-UAESM,Male,0,No,No,1,1,0,Electronic check,53.45,119.5,No,2.235734331,2,FALSE,FALSE,TRUE,TRUE,FALSE,Internet and Phone,0,12/3/2020,53.45,Month-to-Month,One Line,DSL
2186-QZEYA,Female,1,No,No,2,1,0,Bank transfer (automatic),58.55,1718.95,No,29.35866781,29,TRUE,FALSE,TRUE,TRUE,FALSE,Internet and Phone,0,9/3/2018,58.55,Month-to-Month,Two or More Lines,DSL
2187-LZGPL,Female,0,No,No,0,1,0,Credit card (automatic),40.1,293.3,Yes,7.314214464,7,TRUE,TRUE,FALSE,TRUE,FALSE,Internet Only,0,7/3/2020,40.1,Month-to-Month,No Phone Service,DSL
2187-PKZAY,Male,0,No,No,1,2,0,Bank transfer (automatic),79.95,1043.4,No,13.05065666,13,FALSE,FALSE,TRUE,TRUE,FALSE,Internet and Phone,0,1/3/2020,79.95,Month-to-Month,One Line,Fiber Optic
2188-SXWVT,Female,0,No,No,1,1,1,Mailed check,55,1885.15,No,34.27545455,34,TRUE,FALSE,TRUE,TRUE,FALSE,Internet and Phone,0,4/3/2018,55,1 Year,One Line,DSL
2189-UXTKY,Female,0,Yes,No,2,1,0,Electronic check,79.2,1742.75,Yes,22.00441919,22,TRUE,TRUE,TRUE,TRUE,TRUE,Internet and Phone,1,4/3/2019,79.2,Month-to-Month,Two or More Lines,DSL
2189-WWOEW,Female,0,No,Yes,1,2,0,Bank transfer (automatic),85.9,1269.55,Yes,14.77939464,15,TRUE,TRUE,TRUE,TRUE,TRUE,Internet and Phone,2,12/3/2019,85.9,Month-to-Month,One Line,Fiber Optic
2190-BCXEC,Female,0,Yes,No,2,2,0,Credit card (automatic),78.85,3126.85,No,39.65567533,40,TRUE,FALSE,TRUE,TRUE,FALSE,Internet and Phone,1,11/3/2017,78.85,Month-to-Month,Two or More Lines,Fiber Optic
2190-PHBHR,Female,0,Yes,No,2,2,2,Credit card (automatic),94.45,6921.7,No,73.2842774,73,TRUE,FALSE,TRUE,TRUE,FALSE,Internet and Phone,1,1/3/2015,94.45,2 Year,Two or More Lines,Fiber Optic
2192-CKRLV,Female,0,Yes,No,0,1,2,Electronic check,49.2,3580.95,No,72.78353659,73,TRUE,FALSE,FALSE,TRUE,FALSE,Internet Only,1,2/3/2015,49.2,2 Year,No Phone Service,DSL
2192-OZITF,Female,0,No,No,2,1,2,Mailed check,73.55,3349.1,No,45.5350102,46,TRUE,FALSE,TRUE,TRUE,FALSE,Internet and Phone,0,5/3/2017,73.55,2 Year,Two or More Lines,DSL
2193-SFWQW,Male,0,Yes,Yes,1,2,2,Bank transfer (automatic),111.95,8033.1,No,71.75614113,72,FALSE,FALSE,TRUE,TRUE,FALSE,Internet and Phone,3,3/3/2015,111.95,2 Year,One Line,Fiber Optic
2194-IIQOF,Female,0,Yes,No,2,1,2,Credit card (automatic),89.3,6388.65,No,71.54143337,72,TRUE,FALSE,TRUE,TRUE,FALSE,Internet and Phone,1,3/3/2015,89.3,2 Year,Two or More Lines,DSL
2195-VVRJF,Male,1,Yes,No,1,1,0,Credit card (automatic),59.1,1011.05,No,17.10744501,17,FALSE,FALSE,TRUE,TRUE,FALSE,Internet and Phone,1,9/3/2019,59.1,Month-to-Month,One Line,DSL
2195-ZRVAX,Female,0,Yes,No,1,2,0,Electronic check,85.3,4045.65,Yes,47.42848769,47,TRUE,TRUE,TRUE,TRUE,TRUE,Internet and Phone,1,3/3/2017,85.3,Month-to-Month,One Line,Fiber Optic
2197-OMWGI,Female,1,Yes,Yes,0,1,2,Electronic check,53,3656.25,No,68.98584906,69,TRUE,FALSE,FALSE,TRUE,FALSE,Internet Only,3,6/3/2015,53,2 Year,No Phone Service,DSL
2200-DSAAL,Female,0,No,No,2,1,2,Electronic check,80.65,5330.2,No,66.09051457,66,TRUE,FALSE,TRUE,TRUE,FALSE,Internet and Phone,0,8/3/2015,80.65,2 Year,Two or More Lines,DSL
2202-CUYXZ,Male,0,No,No,1,2,0,Electronic check,84.85,84.85,Yes,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,Internet and Phone,0,1/3/2021,84.85,Month-to-Month,One Line,Fiber Optic
2202-OUTMO,Female,0,Yes,No,2,1,0,Bank transfer (automatic),60.85,2003.6,No,32.92686935,33,TRUE,FALSE,TRUE,TRUE,FALSE,Internet and Phone,1,6/3/2018,60.85,Month-to-Month,Two or More Lines,DSL
2203-GHNWN,Female,0,Yes,No,2,2,0,Mailed check,79.65,1928.7,No,24.21468927,24,TRUE,FALSE,TRUE,TRUE,FALSE,Internet and Phone,1,2/3/2019,79.65,Month-to-Month,Two or More Lines,Fiber Optic
2205-LPVGL,Male,1,Yes,Yes,2,2,1,Bank transfer (automatic),89.85,5125.75,No,57.04785754,57,FALSE,FALSE,TRUE,TRUE,FALSE,Internet and Phone,3,5/3/2016,89.85,1 Year,Two or More Lines,Fiber Optic
2205-YMZZJ,Male,1,No,No,2,2,0,Electronic check,84.8,546.95,Yes,6.449882075,6,FALSE,TRUE,TRUE,TRUE,TRUE,Internet and Phone,0,8/3/2020,84.8,Month-to-Month,Two or More Lines,Fiber Optic
2207-NHRJK,Male,0,No,No,1,1,0,Electronic check,50.8,50.8,Yes,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,Internet and Phone,0,1/3/2021,50.8,Month-to-Month,One Line,DSL
2207-OBZNX,Male,0,No,No,1,1,0,Mailed check,51,354.05,Yes,6.942156863,7,FALSE,TRUE,TRUE,TRUE,TRUE,Internet and Phone,0,8/3/2020,51,Month-to-Month,One Line,DSL
2207-QPJED,Female,1,Yes,No,1,2,0,Electronic check,90,3371.75,No,37.46388889,37,TRUE,FALSE,TRUE,TRUE,FALSE,Internet and Phone,1,1/3/2018,90,Month-to-Month,One Line,Fiber Optic
2207-RYYRL,Male,0,Yes,Yes,2,0,2,Mailed check,24.55,1331.05,No,54.21792261,54,FALSE,FALSE,TRUE,FALSE,FALSE,Phone Only,3,8/3/2016,24.55,2 Year,Two or More Lines,No Internet Service
2208-MPXIO,Female,0,Yes,Yes,1,0,2,Bank transfer (automatic),20,886.4,No,44.32,44,TRUE,FALSE,TRUE,FALSE,FALSE,Phone Only,3,6/3/2017,20,2 Year,One Line,No Internet Service
2208-NKVVH,Male,0,Yes,Yes,2,0,2,Mailed check,24.25,1077.95,No,44.45154639,44,FALSE,FALSE,TRUE,FALSE,FALSE,Phone Only,3,6/3/2017,24.25,2 Year,Two or More Lines,No Internet Service
2208-NQBCT,Female,0,Yes,Yes,1,2,0,Electronic check,81.95,2070.05,No,25.25991458,25,TRUE,FALSE,TRUE,TRUE,FALSE,Internet and Phone,3,1/3/2019,81.95,Month-to-Month,One Line,Fiber Optic
2208-UGTGR,Male,0,No,No,2,2,0,Electronic check,98.6,5581.05,No,56.60294118,57,FALSE,FALSE,TRUE,TRUE,FALSE,Internet and Phone,0,6/3/2016,98.6,Month-to-Month,Two or More Lines,Fiber Optic
2209-XADXF,Female,0,No,No,0,1,0,Bank transfer (automatic),25.25,25.25,No,1,1,TRUE,FALSE,FALSE,TRUE,FALSE,Internet Only,0,1/3/2021,25.25,Month-to-Month,No Phone Service,DSL
2211-RMNHO,Female,0,Yes,Yes,2,1,2,Bank transfer (automatic),85.3,5560,No,65.18171161,65,TRUE,FALSE,TRUE,TRUE,FALSE,Internet and Phone,3,9/3/2015,85.3,2 Year,Two or More Lines,DSL
2212-LYASK,Male,0,Yes,Yes,0,1,1,Credit card (automatic),45.85,1246.4,No,27.18429662,27,FALSE,FALSE,FALSE,TRUE,FALSE,Internet Only,3,11/3/2018,45.85,1 Year,No Phone Service,DSL
2215-ZAFGX,Male,0,No,No,2,2,0,Electronic check,85.5,791.7,No,9.259649123,9,FALSE,FALSE,TRUE,TRUE,FALSE,Internet and Phone,0,5/3/2020,85.5,Month-to-Month,Two or More Lines,Fiber Optic
2219-MVUSO,Male,0,No,No,1,1,0,Mailed check,45.15,438.4,Yes,9.709856035,10,FALSE,TRUE,TRUE,TRUE,TRUE,Internet and Phone,0,5/3/2020,45.15,Month-to-Month,One Line,DSL
2220-IAHLS,Female,0,No,No,1,0,0,Credit card (automatic),19.4,19.4,No,1,1,TRUE,FALSE,TRUE,FALSE,FALSE,Phone Only,0,1/3/2021,19.4,Month-to-Month,One Line,No Internet Service
2223-GDSHL,Male,0,Yes,Yes,2,2,2,Bank transfer (automatic),116.05,8297.5,No,71.49935373,71,FALSE,FALSE,TRUE,TRUE,FALSE,Internet and Phone,3,3/3/2015,116.05,2 Year,Two or More Lines,Fiber Optic
2223-KAGMX,Female,0,No,No,1,0,0,Bank transfer (automatic),19.4,289.3,Yes,14.91237113,15,TRUE,TRUE,TRUE,FALSE,TRUE,Phone Only,0,12/3/2019,19.4,Month-to-Month,One Line,No Internet Service
2225-ZRGSG,Female,0,Yes,Yes,2,2,2,Bank transfer (automatic),93.9,6579.05,Yes,70.06443024,70,TRUE,TRUE,TRUE,TRUE,TRUE,Internet and Phone,3,4/3/2015,93.9,2 Year,Two or More Lines,Fiber Optic
2226-ICFDO,Female,0,Yes,Yes,2,1,2,Credit card (automatic),85.9,6110.75,No,71.13795111,71,TRUE,FALSE,TRUE,TRUE,FALSE,Internet and Phone,3,3/3/2015,85.9,2 Year,Two or More Lines,DSL
2227-JRSJX,Female,0,No,No,1,2,0,Bank transfer (automatic),99.15,1956.4,No,19.73171962,20,TRUE,FALSE,TRUE,TRUE,FALSE,Internet and Phone,0,7/3/2019,99.15,Month-to-Month,One Line,Fiber Optic
2228-BZDEE,Female,0,No,No,1,0,2,Mailed check,20.1,1079.45,No,53.7039801,54,TRUE,FALSE,TRUE,FALSE,FALSE,Phone Only,0,9/3/2016,20.1,2 Year,One Line,No Internet Service
2229-DPMBI,Female,0,Yes,Yes,1,0,2,Mailed check,19.5,162.15,No,8.315384615,8,TRUE,FALSE,TRUE,FALSE,FALSE,Phone Only,3,6/3/2020,19.5,2 Year,One Line,No Internet Service
2229-VWQJH,Female,0,No,No,1,1,0,Credit card (automatic),49.3,1233.25,No,25.01521298,25,TRUE,FALSE,TRUE,TRUE,FALSE,Internet and Phone,0,1/3/2019,49.3,Month-to-Month,One Line,DSL
2230-XTUWL,Female,0,Yes,Yes,1,0,2,Mailed check,19.55,883.35,No,45.18414322,45,TRUE,FALSE,TRUE,FALSE,FALSE,Phone Only,3,5/3/2017,19.55,2 Year,One Line,No Internet Service
2232-DMLXU,Female,0,Yes,No,1,1,0,Mailed check,55.2,55.2,Yes,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,Internet and Phone,1,1/3/2021,55.2,Month-to-Month,One Line,DSL
2233-FAGXV,Female,0,Yes,Yes,2,0,0,Mailed check,24.3,132.25,No,5.442386831,5,TRUE,FALSE,TRUE,FALSE,FALSE,Phone Only,3,9/3/2020,24.3,Month-to-Month,Two or More Lines,No Internet Service
2233-TXSIU,Male,0,Yes,Yes,0,1,1,Credit card (automatic),44.45,792.15,No,17.82114736,18,FALSE,FALSE,FALSE,TRUE,FALSE,Internet Only,3,9/3/2019,44.45,1 Year,No Phone Service,DSL
2234-EOFPT,Male,0,Yes,No,1,1,2,Bank transfer (automatic),79.35,5753.25,No,72.5047259,73,FALSE,FALSE,TRUE,TRUE,FALSE,Internet and Phone,1,2/3/2015,79.35,2 Year,One Line,DSL
2234-XADUH,Female,0,Yes,Yes,2,2,1,Credit card (automatic),103.2,7362.9,No,71.34593023,71,TRUE,FALSE,TRUE,TRUE,FALSE,Internet and Phone,3,3/3/2015,103.2,1 Year,Two or More Lines,Fiber Optic
2235-DWLJU,Female,1,No,No,0,1,0,Electronic check,44.4,263.05,No,5.92454955,6,TRUE,FALSE,FALSE,TRUE,FALSE,Internet Only,0,9/3/2020,44.4,Month-to-Month,No Phone Service,DSL
2235-EZAIK,Female,0,Yes,No,2,1,2,Credit card (automatic),79.2,5401.9,No,68.20580808,68,TRUE,FALSE,TRUE,TRUE,FALSE,Internet and Phone,1,6/3/2015,79.2,2 Year,Two or More Lines,DSL
2235-ZGKPT,Female,0,Yes,Yes,2,1,0,Mailed check,50.85,239.55,Yes,4.710914454,5,TRUE,TRUE,TRUE,TRUE,TRUE,Internet and Phone,3,10/3/2020,50.85,Month-to-Month,Two or More Lines,DSL
2236-HILPA,Male,0,Yes,Yes,1,0,2,Credit card (automatic),20.65,1218.45,No,59.00484262,59,FALSE,FALSE,TRUE,FALSE,FALSE,Phone Only,3,3/3/2016,20.65,2 Year,One Line,No Internet Service
2237-ZFSMY,Female,0,No,No,1,2,1,Electronic check,95.55,3692.85,Yes,38.64835165,39,TRUE,TRUE,TRUE,TRUE,TRUE,Internet and Phone,0,12/3/2017,95.55,1 Year,One Line,Fiber Optic
2239-CFOUJ,Male,0,Yes,Yes,1,0,1,Mailed check,20.4,20.4,No,1,1,FALSE,FALSE,TRUE,FALSE,FALSE,Phone Only,3,1/3/2021,20.4,1 Year,One Line,No Internet Service
2239-CGBUZ,Female,0,Yes,No,1,1,1,Bank transfer (automatic),60.5,3145.15,No,51.98595041,52,TRUE,FALSE,TRUE,TRUE,FALSE,Internet and Phone,1,11/3/2016,60.5,1 Year,One Line,DSL
2239-JALAW,Male,0,No,No,2,2,1,Bank transfer (automatic),103.25,6017.65,Yes,58.28232446,58,FALSE,TRUE,TRUE,TRUE,TRUE,Internet and Phone,0,4/3/2016,103.25,1 Year,Two or More Lines,Fiber Optic
2240-HSJQD,Male,0,No,Yes,2,2,0,Mailed check,81.85,3141.7,No,38.38362859,38,FALSE,FALSE,TRUE,TRUE,FALSE,Internet and Phone,2,12/3/2017,81.85,Month-to-Month,Two or More Lines,Fiber Optic
2242-MFOTG,Male,0,No,No,2,2,1,Bank transfer (automatic),80.1,2603.3,No,32.50062422,33,FALSE,FALSE,TRUE,TRUE,FALSE,Internet and Phone,0,6/3/2018,80.1,1 Year,Two or More Lines,Fiber Optic
2243-FNMMI,Male,0,No,No,1,0,0,Mailed check,19.4,415.4,No,21.41237113,21,FALSE,FALSE,TRUE,FALSE,FALSE,Phone Only,0,5/3/2019,19.4,Month-to-Month,One Line,No Internet Service
2245-ADZFJ,Female,0,Yes,Yes,2,1,2,Bank transfer (automatic),80.55,2471.6,No,30.68404718,31,TRUE,FALSE,TRUE,TRUE,FALSE,Internet and Phone,3,8/3/2018,80.55,2 Year,Two or More Lines,DSL
2249-YPRNG,Female,0,Yes,Yes,2,2,0,Bank transfer (automatic),105.85,2239.65,Yes,21.15871516,21,TRUE,TRUE,TRUE,TRUE,TRUE,Internet and Phone,3,5/3/2019,105.85,Month-to-Month,Two or More Lines,Fiber Optic
2250-IVBWA,Male,0,Yes,Yes,1,2,0,Electronic check,81.05,5135.35,No,63.36027144,63,FALSE,FALSE,TRUE,TRUE,FALSE,Internet and Phone,3,11/3/2015,81.05,Month-to-Month,One Line,Fiber Optic
2251-PYLPB,Male,0,Yes,No,2,1,2,Credit card (automatic),79.55,5810.9,No,73.04714016,73,FALSE,FALSE,TRUE,TRUE,FALSE,Internet and Phone,1,1/3/2015,79.55,2 Year,Two or More Lines,DSL
2252-ISRNH,Male,0,Yes,Yes,2,2,1,Electronic check,90.35,767.9,No,8.499169895,8,FALSE,FALSE,TRUE,TRUE,FALSE,Internet and Phone,3,6/3/2020,90.35,1 Year,Two or More Lines,Fiber Optic
2252-JHJGE,Male,0,No,No,2,2,1,Electronic check,104,6363.45,No,61.18701923,61,FALSE,FALSE,TRUE,TRUE,FALSE,Internet and Phone,0,1/3/2016,104,1 Year,Two or More Lines,Fiber Optic
2252-NKNSI,Male,0,No,Yes,2,1,2,Mailed check,85.15,4461.85,No,52.39988256,52,FALSE,FALSE,TRUE,TRUE,FALSE,Internet and Phone,2,10/3/2016,85.15,2 Year,Two or More Lines,DSL
2253-KPMNB,Female,0,Yes,Yes,0,1,2,Bank transfer (automatic),46.25,3121.4,No,67.48972973,67,TRUE,FALSE,FALSE,TRUE,FALSE,Internet Only,3,7/3/2015,46.25,2 Year,No Phone Service,DSL
2254-DLXRI,Female,0,No,No,2,2,0,Mailed check,79.15,79.15,No,1,1,TRUE,FALSE,TRUE,TRUE,FALSE,Internet and Phone,0,1/3/2021,79.15,Month-to-Month,Two or More Lines,Fiber Optic
2256-YLYLP,Male,0,Yes,Yes,1,1,2,Bank transfer (automatic),72.95,4953.25,No,67.89924606,68,FALSE,FALSE,TRUE,TRUE,FALSE,Internet and Phone,3,7/3/2015,72.95,2 Year,One Line,DSL
2257-BOVXD,Male,0,Yes,No,2,1,0,Credit card (automatic),66.6,979.5,No,14.70720721,15,FALSE,FALSE,TRUE,TRUE,FALSE,Internet and Phone,1,12/3/2019,66.6,Month-to-Month,Two or More Lines,DSL
2259-OUUSZ,Male,0,No,No,0,1,1,Credit card (automatic),35.5,249.55,No,7.029577465,7,FALSE,FALSE,FALSE,TRUE,FALSE,Internet Only,0,7/3/2020,35.5,1 Year,No Phone Service,DSL
2260-USTRB,Female,1,No,No,1,2,0,Bank transfer (automatic),70.2,115.95,Yes,1.651709402,2,TRUE,TRUE,TRUE,TRUE,TRUE,Internet and Phone,0,1/3/2021,70.2,Month-to-Month,One Line,Fiber Optic
2262-SLNVK,Female,0,No,No,1,2,0,Electronic check,70.1,70.1,No,1,1,TRUE,FALSE,TRUE,TRUE,FALSE,Internet and Phone,0,1/3/2021,70.1,Month-to-Month,One Line,Fiber Optic
2263-SFSQZ,Male,0,Yes,Yes,2,0,2,Mailed check,24.95,1222.25,No,48.98797595,49,FALSE,FALSE,TRUE,FALSE,FALSE,Phone Only,3,2/3/2017,24.95,2 Year,Two or More Lines,No Internet Service
2265-CYWIV,Female,1,Yes,No,2,2,0,Electronic check,99.6,347.65,Yes,3.490461847,3,TRUE,TRUE,TRUE,TRUE,TRUE,Internet and Phone,1,11/3/2020,99.6,Month-to-Month,Two or More Lines,Fiber Optic
2266-FUBDZ,Male,0,Yes,Yes,1,0,2,Mailed check,19.35,278.85,No,14.41085271,14,FALSE,FALSE,TRUE,FALSE,FALSE,Phone Only,3,12/3/2019,19.35,2 Year,One Line,No Internet Service
2266-SJNAT,Female,0,Yes,No,2,2,1,Credit card (automatic),109.15,7789.6,No,71.36601008,71,TRUE,FALSE,TRUE,TRUE,FALSE,Internet and Phone,1,3/3/2015,109.15,1 Year,Two or More Lines,Fiber Optic
2267-FPIMA,Male,0,Yes,No,2,2,0,Credit card (automatic),94.4,4914.9,No,52.06461864,52,FALSE,FALSE,TRUE,TRUE,FALSE,Internet and Phone,1,10/3/2016,94.4,Month-to-Month,Two or More Lines,Fiber Optic
2267-WTPYD,Female,1,Yes,No,2,2,0,Credit card (automatic),94,5438.95,No,57.86117021,58,TRUE,FALSE,TRUE,TRUE,FALSE,Internet and Phone,1,5/3/2016,94,Month-to-Month,Two or More Lines,Fiber Optic
2270-CHBFN,Female,0,Yes,No,2,2,0,Credit card (automatic),95.1,4060.55,No,42.69768665,43,TRUE,FALSE,TRUE,TRUE,FALSE,Internet and Phone,1,8/3/2017,95.1,Month-to-Month,Two or More Lines,Fiber Optic
2272-JKMSI,Female,0,Yes,Yes,2,2,1,Electronic check,110.8,6840.95,No,61.74142599,62,TRUE,FALSE,TRUE,TRUE,FALSE,Internet and Phone,3,1/3/2016,110.8,1 Year,Two or More Lines,Fiber Optic
2272-QAGFO,Female,1,No,No,2,2,0,Electronic check,74.3,1096.25,Yes,14.75437416,15,TRUE,TRUE,TRUE,TRUE,TRUE,Internet and Phone,0,12/3/2019,74.3,Month-to-Month,Two or More Lines,Fiber Optic
2272-UOINI,Female,0,No,No,1,1,0,Electronic check,78.5,571.05,No,7.274522293,7,TRUE,FALSE,TRUE,TRUE,FALSE,Internet and Phone,0,7/3/2020,78.5,Month-to-Month,One Line,DSL
2272-WUSPA,Female,0,Yes,No,2,2,2,Electronic check,110.75,7751.7,No,69.99277652,70,TRUE,FALSE,TRUE,TRUE,FALSE,Internet and Phone,1,5/3/2015,110.75,2 Year,Two or More Lines,Fiber Optic
2273-QCKXA,Male,0,No,No,1,1,0,Mailed check,49.05,49.05,No,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,Internet and Phone,0,1/3/2021,49.05,Month-to-Month,One Line,DSL
2274-XUATA,Male,1,Yes,No,0,1,2,Bank transfer (automatic),63.1,4685.55,No,74.25594295,74,FALSE,FALSE,FALSE,TRUE,FALSE,Internet Only,1,12/3/2014,63.1,2 Year,No Phone Service,DSL
2275-RBYQS,Female,0,No,No,1,1,0,Mailed check,45.4,45.4,No,1,1,TRUE,FALSE,TRUE,TRUE,FALSE,Internet and Phone,0,1/3/2021,45.4,Month-to-Month,One Line,DSL
2276-YDAVZ,Female,0,No,No,2,2,0,Credit card (automatic),75.1,270.7,Yes,3.604527297,4,TRUE,TRUE,TRUE,TRUE,TRUE,Internet and Phone,0,11/3/2020,75.1,Month-to-Month,Two or More Lines,Fiber Optic
2277-AXSDC,Female,0,No,No,1,0,1,Bank transfer (automatic),19.75,624.15,No,31.60253165,32,TRUE,FALSE,TRUE,FALSE,FALSE,Phone Only,0,7/3/2018,19.75,1 Year,One Line,No Internet Service
2277-BKJKN,Female,1,Yes,No,1,2,2,Electronic check,99.2,7213.75,No,72.71925403,73,TRUE,FALSE,TRUE,TRUE,FALSE,Internet and Phone,1,2/3/2015,99.2,2 Year,One Line,Fiber Optic
2277-DJJDL,Male,1,Yes,No,2,2,0,Electronic check,99,6017.9,No,60.78686869,61,FALSE,FALSE,TRUE,TRUE,FALSE,Internet and Phone,1,2/3/2016,99,Month-to-Month,Two or More Lines,Fiber Optic
2277-VWCNI,Female,1,No,No,2,1,0,Mailed check,48.75,179.85,No,3.689230769,4,TRUE,FALSE,TRUE,TRUE,FALSE,Internet and Phone,0,11/3/2020,48.75,Month-to-Month,Two or More Lines,DSL
2279-AXJJK,Male,0,Yes,No,2,2,0,Credit card (automatic),95.65,5088.4,No,53.19811814,53,FALSE,FALSE,TRUE,TRUE,FALSE,Internet and Phone,1,9/3/2016,95.65,Month-to-Month,Two or More Lines,Fiber Optic
2282-YGNOR,Female,0,No,No,1,1,1,Credit card (automatic),58,1734.5,No,29.90517241,30,TRUE,FALSE,TRUE,TRUE,FALSE,Internet and Phone,0,9/3/2018,58,1 Year,One Line,DSL
2284-VFLKH,Male,0,Yes,No,1,2,1,Credit card (automatic),99.25,4920.8,No,49.57984887,50,FALSE,FALSE,TRUE,TRUE,FALSE,Internet and Phone,1,1/3/2017,99.25,1 Year,One Line,Fiber Optic
2292-XQWSV,Male,0,Yes,Yes,0,1,1,Mailed check,60.3,2448.5,No,40.6053068,41,FALSE,FALSE,FALSE,TRUE,FALSE,Internet Only,3,10/3/2017,60.3,1 Year,No Phone Service,DSL
2293-IJWPS,Female,0,Yes,No,2,2,1,Credit card (automatic),100.75,5985,No,59.4044665,59,TRUE,FALSE,TRUE,TRUE,FALSE,Internet and Phone,1,3/3/2016,100.75,1 Year,Two or More Lines,Fiber Optic
